id,ref_len,custom_len,Baseline_R1,Sklearn_R1,Custom_R1,SOTA_R1
0,881,443,0.2644628099173554,0.32352941176470584,0.31932773109243695,0.3659574468085106
1,988,692,0.49685534591194974,0.44194756554307113,0.34228187919463093,0.4034334763948498
2,894,367,0.37007874015748027,0.3628318584070796,0.32863849765258213,0.3611111111111111
